,MATCHID,DATE,SEASON,HOME,AWAY,W_HOME,W_AWAY,HOME_FG,AWAY_FG,HOME_FGA,AWAY_FGA,HOME_FG_PCT,AWAY_FG_PCT,HOME_FG3,AWAY_FG3,HOME_FG3A,AWAY_FG3A,HOME_FG3_PCT,AWAY_FG3_PCT,HOME_FT,AWAY_FT,HOME_FTA,AWAY_FTA,HOME_FT_PCT,AWAY_FT_PCT,HOME_OFF_REB,AWAY_OFF_REB,HOME_DEF_REB,AWAY_DEF_REB,HOME_TOT_REB,AWAY_TOT_REB,HOME_AST,AWAY_AST,HOME_STL,AWAY_STL,HOME_TURNOVERS,AWAY_TURNOVERS,HOME_BLK,AWAY_BLK,HOME_PTS,AWAY_PTS
5886,0022200365,12/07/2022,2022-23,Knicks,Hawks,1,0,37,32,83,85,0.446,0.376,17,6,36,36,0.472,0.167,22,19,24,24,0.917,0.792,13,11,42,28,60,46,26,16,6,4,14,11,2,6,113,89
5887,0022200354,12/05/2022,2022-23,Hawks,Thunder,0,1,44,43,102,95,0.431,0.453,13,12,38,34,0.342,0.353,13,23,17,24,0.765,0.958,17,14,37,35,61,54,24,25,7,8,18,16,4,4,114,121
5888,0022200327,12/02/2022,2022-23,Hawks,Nuggets,1,0,49,45,88,85,0.557,0.529,10,12,28,32,0.357,0.375,9,7,14,13,0.643,0.538,12,9,31,24,50,40,24,31,7,8,12,16,3,0,117,109
5889,0022200313,11/30/2022,2022-23,Magic,Hawks,0,1,39,51,79,94,0.494,0.543,8,8,27,32,0.296,0.25,22,15,25,19,0.88,0.789,6,14,27,35,37,53,26,25,5,8,18,12,3,3,108,125
5890,0022200299,11/28/2022,2022-23,76ers,Hawks,1,0,39,37,86,74,0.453,0.5,10,12,28,27,0.357,0.444,16,15,18,22,0.889,0.682,10,8,27,34,41,52,23,26,10,7,12,20,3,6,104,101
5891,0022200293,11/27/2022,2022-23,Hawks,Heat,0,1,35,40,88,82,0.398,0.488,10,9,36,33,0.278,0.273,18,17,19,19,0.947,0.895,8,6,34,40,48,50,24,28,6,8,12,14,3,5,98,106
5892,0022200278,11/25/2022,2022-23,Rockets,Hawks,1,0,41,39,87,82,0.471,0.476,12,15,35,39,0.343,0.385,34,29,41,36,0.829,0.806,22,6,37,22,68,35,25,14,9,9,22,14,4,6,128,122
5893,0022200263,11/23/2022,2022-23,Hawks,Kings,1,0,41,41,92,89,0.446,0.461,11,9,30,31,0.367,0.29,22,15,23,21,0.957,0.714,10,10,37,38,52,54,23,27,9,6,13,19,6,2,115,106
5894,0022200248,11/21/2022,2022-23,Cavaliers,Hawks,1,0,42,38,70,87,0.6,0.437,10,11,19,34,0.526,0.324,20,15,23,17,0.87,0.882,3,10,34,25,41,41,24,24,8,11,20,17,3,3,114,102
5895,0022200235,11/19/2022,2022-23,Hawks,Raptors,1,0,46,48,92,108,0.5,0.444,7,8,25,37,0.28,0.216,25,18,32,22,0.781,0.818,11,17,39,34,57,60,23,27,5,11,15,14,5,6,124,122
5896,0022200214,11/16/2022,2022-23,Hawks,Celtics,0,1,42,48,101,88,0.416,0.545,7,21,32,46,0.219,0.457,10,9,13,10,0.769,0.9,14,6,31,43,50,53,21,29,5,4,9,15,5,8,101,126
5897,0022200204,11/14/2022,2022-23,Bucks,Hawks,0,1,34,44,82,92,0.415,0.478,6,7,29,20,0.207,0.35,32,26,41,30,0.78,0.867,11,13,35,32,58,51,21,23,4,4,17,9,3,4,106,121
5898,0022200188,11/12/2022,2022-23,76ers,Hawks,1,0,44,40,80,89,0.55,0.449,8,6,24,24,0.333,0.25,25,23,31,27,0.806,0.852,2,12,29,31,42,53,24,20,10,4,12,19,5,2,121,109
5899,0022200173,11/10/2022,2022-23,Hawks,76ers,1,0,39,32,88,83,0.443,0.386,6,6,26,30,0.231,0.2,20,25,23,30,0.87,0.833,11,9,43,36,59,49,19,15,8,10,18,17,2,5,104,95
5900,0022200162,11/09/2022,2022-23,Hawks,Jazz,0,1,51,44,109,94,0.468,0.468,8,17,28,39,0.286,0.436,9,20,11,24,0.818,0.833,17,13,37,34,60,54,24,27,5,5,11,13,5,6,119,125
5901,0022200149,11/07/2022,2022-23,Hawks,Bucks,1,0,46,36,99,87,0.465,0.414,11,13,29,40,0.379,0.325,14,13,17,16,0.824,0.813,12,6,36,35,57,53,23,21,11,5,12,19,3,9,117,98
5902,0022200134,11/05/2022,2022-23,Hawks,Pelicans,1,0,47,47,103,108,0.456,0.435,9,7,36,23,0.25,0.304,21,20,25,28,0.84,0.714,12,19,38,40,58,71,28,23,12,8,13,16,8,6,124,121
5903,0022200110,11/02/2022,2022-23,Knicks,Hawks,0,1,37,44,90,107,0.411,0.411,10,12,36,34,0.278,0.353,15,12,20,16,0.75,0.75,12,17,40,34,62,63,23,28,3,11,17,9,9,4,99,112
5904,0022200099,10/31/2022,2022-23,Raptors,Hawks,1,0,46,39,92,84,0.5,0.464,14,11,34,29,0.412,0.379,33,20,40,25,0.825,0.8,12,7,32,30,55,48,25,28,13,1,7,18,9,4,139,109
5905,0022200085,10/29/2022,2022-23,Bucks,Hawks,1,0,45,45,92,94,0.489,0.479,14,13,36,29,0.389,0.448,19,12,29,15,0.655,0.8,14,12,35,30,60,49,24,19,8,5,12,13,5,2,123,115
5906,0022200070,10/28/2022,2022-23,Pistons,Hawks,0,1,37,55,86,97,0.43,0.567,7,12,32,29,0.219,0.414,31,14,38,18,0.816,0.778,14,10,28,35,51,51,18,31,2,5,11,7,4,8,112,136
5907,0022200057,10/26/2022,2022-23,Pistons,Hawks,0,1,42,45,91,91,0.462,0.495,14,8,32,22,0.438,0.364,15,20,22,25,0.682,0.8,10,10,30,36,52,55,23,22,4,6,14,12,6,12,113,118
5908,0022200038,10/23/2022,2022-23,Hawks,Hornets,0,1,39,47,95,90,0.411,0.522,8,11,35,26,0.229,0.423,23,21,28,30,0.821,0.7,16,14,29,38,52,61,23,28,8,7,12,14,9,6,109,126
5909,0022200020,10/21/2022,2022-23,Hawks,Magic,1,0,40,33,89,80,0.449,0.413,13,8,31,34,0.419,0.235,15,24,16,30,0.938,0.8,9,10,37,34,53,50,26,16,10,9,17,19,2,7,108,98
5910,0022200005,10/19/2022,2022-23,Hawks,Rockets,1,0,45,42,90,98,0.5,0.429,7,9,25,35,0.28,0.257,20,14,24,15,0.833,0.933,4,15,34,39,47,59,30,25,12,4,9,16,5,3,117,107
5911,0022201206,04/07/2023,2022-23,Celtics,Raptors,1,0,45,40,81,93,0.556,0.43,15,9,44,31,0.341,0.29,16,13,21,17,0.762,0.765,13,12,40,23,59,39,37,21,4,12,21,8,7,2,121,102
5912,0022201192,04/05/2023,2022-23,Celtics,Raptors,1,0,38,37,89,90,0.427,0.411,11,6,38,33,0.289,0.182,10,13,18,17,0.556,0.765,11,13,37,37,62,54,20,20,5,10,15,12,7,7,97,93
5913,0022201181,04/04/2023,2022-23,76ers,Celtics,1,0,39,38,78,91,0.5,0.418,11,15,29,45,0.379,0.333,14,10,16,16,0.875,0.625,6,13,31,30,47,53,21,28,3,4,12,8,7,4,103,101
5914,0022201152,03/31/2023,2022-23,Celtics,Jazz,1,0,42,46,96,96,0.438,0.479,17,9,51,29,0.333,0.31,21,13,22,14,0.955,0.929,10,13,32,39,49,57,27,23,8,3,12,18,4,7,122,114
5915,0022201146,03/30/2023,2022-23,Bucks,Celtics,0,1,38,51,101,91,0.376,0.56,14,22,43,43,0.326,0.512,9,16,13,20,0.692,0.8,15,7,30,40,56,55,22,28,4,8,13,9,1,5,99,140
5916,0022201130,03/28/2023,2022-23,Wizards,Celtics,1,0,54,45,99,93,0.545,0.484,13,11,37,44,0.351,0.25,9,10,13,11,0.692,0.909,6,7,37,31,54,44,33,29,7,5,11,12,3,8,130,111
5917,0022201116,03/26/2023,2022-23,Celtics,Spurs,1,0,52,36,91,97,0.571,0.371,18,8,44,36,0.409,0.222,15,13,21,18,0.714,0.722,9,3,52,35,67,44,29,22,4,7,15,10,11,0,137,93
5918,0022201097,03/24/2023,2022-23,Celtics,Pacers,1,0,44,39,93,84,0.473,0.464,18,4,42,26,0.429,0.154,14,13,19,22,0.737,0.591,9,6,40,38,55,53,28,24,11,9,15,17,6,4,120,95
5919,0022201081,03/21/2023,2022-23,Kings,Celtics,0,1,39,49,81,92,0.481,0.533,17,18,44,44,0.386,0.409,14,16,21,23,0.667,0.696,10,11,32,32,49,50,25,33,3,9,14,6,4,3,109,132
5920,0022201062,03/18/2023,2022-23,Jazz,Celtics,1,0,42,42,97,88,0.433,0.477,17,22,41,51,0.415,0.431,17,11,22,16,0.773,0.688,17,5,39,35,62,49,29,30,3,2,7,8,5,2,118,117
5921,0022201053,03/17/2023,2022-23,Trail Blazers,Celtics,0,1,38,41,79,87,0.481,0.471,14,15,38,42,0.368,0.357,22,29,31,35,0.71,0.829,8,18,29,34,44,58,20,29,12,12,19,18,4,2,112,126
5922,0022201039,03/15/2023,2022-23,Timberwolves,Celtics,0,1,37,34,84,84,0.44,0.405,12,12,36,40,0.333,0.3,16,24,22,30,0.727,0.8,8,8,38,36,56,53,27,20,3,7,13,11,2,5,102,104
5923,0022201024,03/13/2023,2022-23,Rockets,Celtics,1,0,40,39,90,87,0.444,0.448,11,12,35,42,0.314,0.286,20,19,27,21,0.741,0.905,15,10,33,28,57,50,27,19,9,7,11,14,2,5,111,109
5924,0022200986,03/08/2023,2022-23,Celtics,Trail Blazers,1,0,42,30,88,82,0.477,0.366,18,11,49,39,0.367,0.282,13,22,20,27,0.65,0.815,5,6,40,41,55,55,26,18,9,5,11,16,2,2,115,93
5925,0022200971,03/06/2023,2022-23,Cavaliers,Celtics,1,0,43,42,96,101,0.448,0.416,12,16,34,48,0.353,0.333,20,14,25,21,0.8,0.667,16,15,42,37,63,61,27,25,4,5,15,14,7,5,118,114
5926,0022200969,03/05/2023,2022-23,Celtics,Knicks,0,1,43,47,109,95,0.394,0.495,21,15,59,41,0.356,0.366,22,22,25,32,0.88,0.688,17,11,37,43,63,64,27,18,8,7,16,20,5,4,129,131
5927,0022200948,03/03/2023,2022-23,Celtics,Nets,0,1,41,40,84,95,0.488,0.421,9,14,29,44,0.31,0.318,14,21,20,26,0.7,0.808,9,13,39,34,53,56,26,25,8,9,19,13,8,6,105,115
5928,0022200935,03/01/2023,2022-23,Celtics,Cavaliers,1,0,39,45,78,92,0.5,0.489,16,10,32,32,0.5,0.313,23,13,28,21,0.821,0.619,7,10,36,28,51,48,27,21,5,8,13,7,4,3,117,113
5929,0022200921,02/27/2023,2022-23,Knicks,Celtics,1,0,37,37,78,84,0.474,0.44,12,9,31,42,0.387,0.214,23,11,34,14,0.676,0.786,7,7,37,28,61,41,20,21,6,5,15,12,3,8,109,94
5930,0022200908,02/25/2023,2022-23,76ers,Celtics,0,1,35,43,78,86,0.449,0.5,9,16,27,36,0.333,0.444,28,8,35,12,0.8,0.667,8,9,34,35,49,48,19,20,8,6,10,13,3,4,107,110
5931,0022200887,02/23/2023,2022-23,Pacers,Celtics,0,1,49,51,94,99,0.521,0.515,22,18,49,39,0.449,0.462,18,22,22,26,0.818,0.846,10,20,27,31,46,55,33,31,10,7,15,15,5,6,138,142
5932,0022200877,02/15/2023,2022-23,Celtics,Pistons,1,0,49,43,92,84,0.533,0.512,21,11,45,29,0.467,0.379,8,12,10,16,0.8,0.75,8,6,35,29,49,41,30,24,10,6,11,14,5,4,127,109
5933,0022200869,02/14/2023,2022-23,Bucks,Celtics,1,0,43,46,90,99,0.478,0.465,18,17,42,50,0.429,0.34,27,16,35,20,0.771,0.8,10,8,42,36,64,48,29,28,6,8,19,13,3,1,131,125
5934,0022200855,02/12/2023,2022-23,Celtics,Grizzlies,1,0,39,42,88,84,0.443,0.5,21,12,51,34,0.412,0.353,20,13,26,21,0.769,0.619,15,3,40,31,60,45,28,24,5,4,11,8,3,5,119,109
5935,0022200838,02/10/2023,2022-23,Celtics,Hornets,1,0,44,45,89,93,0.494,0.484,25,8,55,23,0.455,0.348,14,18,17,26,0.824,0.692,5,11,38,36,47,57,34,26,7,9,15,13,7,6,127,116
5936,0022200824,02/08/2023,2022-23,Celtics,76ers,1,0,40,37,76,83,0.526,0.446,19,10,35,31,0.543,0.323,7,15,10,20,0.7,0.75,5,8,39,29,50,40,25,20,2,9,15,7,5,3,106,99
5937,0022200808,02/06/2023,2022-23,Pistons,Celtics,0,1,37,39,87,83,0.425,0.47,9,16,33,37,0.273,0.432,16,17,21,21,0.762,0.81,9,10,33,41,48,55,22,25,9,2,9,12,6,5,99,111
5938,0022200788,02/03/2023,2022-23,Celtics,Suns,0,1,29,41,75,95,0.387,0.432,10,12,38,32,0.263,0.375,26,12,31,14,0.839,0.857,3,10,40,43,49,58,18,28,5,6,15,9,3,6,94,106
5939,0022200772,02/01/2023,2022-23,Celtics,Nets,1,0,53,36,92,88,0.576,0.409,26,9,54,39,0.481,0.231,7,15,10,18,0.7,0.833,11,5,46,27,62,35,28,19,4,8,12,7,4,1,139,96
5940,0022200749,01/28/2023,2022-23,Celtics,Lakers,1,0,39,47,84,105,0.464,0.448,13,12,40,42,0.325,0.286,34,15,39,20,0.872,0.75,7,11,39,36,53,60,18,30,8,4,12,12,9,0,125,121
5941,0022200730,01/26/2023,2022-23,Celtics,Knicks,0,1,41,44,100,96,0.41,0.458,16,13,46,38,0.348,0.342,19,19,23,23,0.826,0.826,15,10,39,40,64,55,22,17,4,5,13,10,4,5,117,120
5942,0022200714,01/24/2023,2022-23,Heat,Celtics,1,0,34,32,94,74,0.362,0.432,12,10,33,32,0.364,0.313,18,21,23,27,0.783,0.778,14,5,37,39,61,52,21,21,7,5,8,17,2,6,98,95
5943,0022200707,01/23/2023,2022-23,Magic,Celtics,1,0,43,36,84,83,0.512,0.434,11,18,27,46,0.407,0.391,16,8,24,11,0.667,0.727,8,8,32,29,54,45,22,24,10,5,11,18,3,4,113,98
5944,0022200692,01/21/2023,2022-23,Raptors,Celtics,0,1,46,38,86,85,0.535,0.447,7,16,19,35,0.368,0.457,5,14,7,15,0.714,0.933,6,11,35,30,45,45,24,25,7,9,14,15,9,8,104,106
5945,0022200679,01/19/2023,2022-23,Celtics,Warriors,1,0,43,40,108,100,0.398,0.4,13,18,41,52,0.317,0.346,22,20,30,23,0.733,0.87,18,8,45,39,79,57,21,28,10,10,17,16,5,7,121,118
5946,0022200656,01/16/2023,2022-23,Hornets,Celtics,0,1,41,43,90,87,0.456,0.494,13,20,31,43,0.419,0.465,23,24,30,25,0.767,0.96,13,14,25,33,47,54,26,34,7,1,5,12,2,4,118,130
5947,0022200642,01/14/2023,2022-23,Hornets,Celtics,0,1,41,47,88,99,0.466,0.475,8,19,27,53,0.296,0.358,16,9,19,10,0.842,0.9,10,14,36,32,52,51,21,35,3,8,11,7,2,4,106,122
5948,0022200627,01/12/2023,2022-23,Nets,Celtics,0,1,38,41,84,86,0.452,0.477,13,12,34,36,0.382,0.333,9,15,11,17,0.818,0.882,4,12,27,36,40,55,26,23,8,4,12,14,9,6,98,109
5949,0022200621,01/11/2023,2022-23,Celtics,Pelicans,1,0,44,45,91,87,0.484,0.517,15,11,44,30,0.341,0.367,22,13,25,17,0.88,0.765,11,4,39,29,56,40,24,22,7,5,9,9,5,4,125,114
5950,0022200606,01/09/2023,2022-23,Celtics,Bulls,1,0,38,39,87,86,0.437,0.453,11,12,41,35,0.268,0.343,20,9,21,14,0.952,0.643,9,6,41,36,54,48,25,19,2,6,9,8,7,1,107,99
5951,0022200591,01/07/2023,2022-23,Spurs,Celtics,0,1,49,47,100,95,0.49,0.495,7,15,25,34,0.28,0.441,11,12,14,18,0.786,0.667,12,8,39,35,57,51,25,30,6,6,13,14,3,10,116,121
5952,0022200577,01/05/2023,2022-23,Mavericks,Celtics,0,1,34,41,90,84,0.378,0.488,7,16,32,43,0.219,0.372,20,26,25,31,0.8,0.839,11,10,31,42,51,58,15,29,4,6,11,11,3,8,95,124
5953,0022200562,01/03/2023,2022-23,Thunder,Celtics,1,0,58,40,98,88,0.592,0.455,20,12,40,40,0.5,0.3,14,25,22,31,0.636,0.806,9,11,35,27,54,48,31,29,14,4,13,17,3,7,150,117
5954,0022200549,01/01/2023,2022-23,Nuggets,Celtics,1,0,45,40,79,87,0.57,0.46,17,9,30,33,0.567,0.273,16,22,18,27,0.889,0.815,1,10,34,31,41,47,31,30,5,8,17,13,4,3,123,111
5955,0022200525,12/29/2022,2022-23,Celtics,Clippers,1,0,44,43,91,89,0.484,0.483,11,15,39,39,0.282,0.385,17,9,22,14,0.773,0.643,11,8,38,33,55,48,22,26,3,4,12,13,7,4,116,110
5956,0022200507,12/27/2022,2022-23,Celtics,Rockets,1,0,43,38,91,95,0.473,0.4,20,14,56,45,0.357,0.311,20,12,23,14,0.87,0.857,9,13,40,36,54,56,32,24,8,5,11,15,5,2,126,102
5957,0022200495,12/25/2022,2022-23,Celtics,Bucks,1,0,50,42,85,84,0.588,0.5,19,13,39,36,0.487,0.361,20,21,25,27,0.8,0.778,5,8,30,31,41,47,29,22,9,8,12,15,1,1,139,118
5958,0022200482,12/23/2022,2022-23,Celtics,Timberwolves,1,0,44,44,100,91,0.44,0.484,13,10,46,32,0.283,0.313,20,11,26,15,0.769,0.733,20,11,33,34,61,52,28,25,9,3,12,17,6,8,121,109
5959,0022200469,12/21/2022,2022-23,Celtics,Pacers,0,1,39,46,101,98,0.386,0.469,13,18,41,39,0.317,0.462,21,7,25,9,0.84,0.778,25,12,37,35,72,48,26,27,11,10,17,14,5,3,112,117
5960,0022200445,12/18/2022,2022-23,Celtics,Magic,0,1,31,33,89,86,0.348,0.384,12,12,47,29,0.255,0.414,18,17,21,19,0.857,0.895,11,6,43,40,64,52,22,20,7,9,17,13,7,3,92,95
5961,0022200430,12/16/2022,2022-23,Celtics,Magic,0,1,35,42,84,91,0.417,0.462,11,9,46,33,0.239,0.273,28,24,34,28,0.824,0.857,10,15,28,38,47,61,17,19,9,7,14,18,12,1,109,117
5962,0022200413,12/13/2022,2022-23,Lakers,Celtics,0,1,44,46,93,104,0.473,0.442,8,19,29,48,0.276,0.396,22,11,30,16,0.733,0.688,7,13,42,38,59,61,23,27,7,6,12,14,9,2,118,122
5963,0022200408,12/12/2022,2022-23,Clippers,Celtics,1,0,44,33,90,76,0.489,0.434,10,9,25,39,0.4,0.231,15,18,21,26,0.714,0.692,11,5,35,31,57,46,18,27,10,5,10,15,2,6,113,93
5964,0022200392,12/10/2022,2022-23,Warriors,Celtics,1,0,47,38,92,87,0.511,0.437,13,12,39,40,0.333,0.3,16,19,20,26,0.8,0.731,11,6,42,33,58,47,26,17,3,8,15,10,6,6,123,107
5965,0022200373,12/07/2022,2022-23,Suns,Celtics,0,1,37,49,93,101,0.398,0.485,8,16,32,45,0.25,0.356,16,11,19,13,0.842,0.846,13,11,36,42,55,58,19,29,5,14,18,13,4,3,98,125
5966,0022200355,12/05/2022,2022-23,Raptors,Celtics,0,1,39,44,85,90,0.459,0.489,10,13,28,36,0.357,0.361,22,15,30,21,0.733,0.714,12,13,34,36,54,52,19,27,6,6,13,11,5,3,110,116
5967,0022200346,12/04/2022,2022-23,Nets,Celtics,0,1,34,35,84,81,0.405,0.432,9,15,26,38,0.346,0.395,15,18,22,20,0.682,0.9,11,8,34,40,51,54,17,18,6,11,15,17,7,9,92,103
5968,0022200328,12/02/2022,2022-23,Celtics,Heat,0,1,40,48,87,101,0.46,0.475,15,11,45,35,0.333,0.314,21,13,28,18,0.75,0.722,7,12,41,38,55,57,26,19,6,11,20,17,2,3,116,120
5969,0022200314,11/30/2022,2022-23,Celtics,Heat,1,0,46,47,83,90,0.554,0.522,22,18,45,40,0.489,0.45,20,9,23,9,0.87,1.0,11,9,30,23,45,38,32,25,7,8,18,15,0,3,134,121
5970,0022200301,11/28/2022,2022-23,Celtics,Hornets,1,0,55,42,93,86,0.591,0.488,24,11,52,29,0.462,0.379,6,10,7,15,0.857,0.667,9,13,30,24,45,43,40,28,10,7,16,20,5,2,140,105
5971,0022200294,11/27/2022,2022-23,Celtics,Wizards,1,0,44,44,80,82,0.55,0.537,16,7,34,28,0.471,0.25,26,26,26,33,1.0,0.788,10,6,28,23,45,36,25,23,2,8,14,4,5,1,130,121
5972,0022200275,11/25/2022,2022-23,Celtics,Kings,1,0,41,36,83,87,0.494,0.414,16,9,37,36,0.432,0.25,24,23,27,26,0.889,0.885,4,11,34,34,44,55,27,20,9,3,10,18,6,4,122,104
5973,0022200264,11/23/2022,2022-23,Celtics,Mavericks,1,0,45,44,84,82,0.536,0.537,17,11,34,31,0.5,0.355,18,13,21,21,0.857,0.619,6,5,32,30,44,44,29,20,4,4,12,14,4,3,125,112
5974,0022200250,11/21/2022,2022-23,Bulls,Celtics,1,0,46,38,89,87,0.517,0.437,14,19,29,50,0.483,0.38,15,12,20,17,0.75,0.706,8,5,43,33,59,43,26,28,10,3,15,15,1,4,121,107
5975,0022200231,11/18/2022,2022-23,Pelicans,Celtics,0,1,43,41,87,85,0.494,0.482,13,20,35,46,0.371,0.435,10,15,13,17,0.769,0.882,7,11,30,35,42,51,24,28,13,6,13,17,3,3,109,117
5976,0022200201,11/14/2022,2022-23,Celtics,Thunder,1,0,46,47,96,98,0.479,0.48,10,11,37,30,0.27,0.367,24,17,29,21,0.828,0.81,10,10,36,41,52,58,25,21,15,4,14,20,7,6,126,122
5977,0022200186,11/12/2022,2022-23,Pistons,Celtics,0,1,37,39,89,91,0.416,0.429,16,18,38,48,0.421,0.375,18,21,21,24,0.857,0.875,11,9,39,33,60,50,23,27,4,6,14,7,3,4,108,117
5978,0022200176,11/11/2022,2022-23,Celtics,Nuggets,1,0,50,42,90,92,0.556,0.457,16,12,37,29,0.432,0.414,15,16,20,20,0.75,0.8,10,11,36,27,54,45,30,26,3,3,7,6,5,1,131,112
5979,0022200163,11/09/2022,2022-23,Celtics,Pistons,1,0,47,37,88,89,0.534,0.416,18,7,46,33,0.391,0.212,16,31,21,40,0.762,0.775,8,15,35,33,48,59,31,15,5,7,13,10,4,3,128,112
5980,0022200152,11/07/2022,2022-23,Grizzlies,Celtics,0,1,41,38,91,82,0.451,0.463,15,12,44,37,0.341,0.324,9,21,14,28,0.643,0.75,8,7,37,38,53,53,27,26,4,5,11,15,4,6,106,109
5981,0022200135,11/05/2022,2022-23,Knicks,Celtics,0,1,46,47,90,88,0.511,0.534,11,27,27,51,0.407,0.529,15,12,16,12,0.938,1.0,12,8,32,26,46,40,22,30,6,5,14,13,4,2,118,133
5982,0022200124,11/04/2022,2022-23,Celtics,Bulls,1,0,41,43,83,83,0.494,0.518,9,11,31,28,0.29,0.393,32,22,39,25,0.821,0.88,7,4,32,33,49,43,24,21,5,8,14,17,7,5,123,119
5983,0022200107,11/02/2022,2022-23,Cavaliers,Celtics,1,0,42,38,100,93,0.42,0.409,11,11,39,41,0.282,0.268,19,26,24,27,0.792,0.963,9,8,42,44,59,60,24,26,6,5,11,14,4,9,114,113
5984,0022200089,10/30/2022,2022-23,Celtics,Wizards,1,0,36,38,79,98,0.456,0.388,21,7,47,32,0.447,0.219,19,11,20,16,0.95,0.688,4,15,43,36,52,57,29,22,4,5,14,10,5,6,112,94
5985,0022200072,10/28/2022,2022-23,Celtics,Cavaliers,0,1,42,45,82,87,0.512,0.517,13,16,33,35,0.394,0.457,26,26,32,34,0.813,0.765,5,9,29,33,46,50,28,18,9,5,19,16,2,2,123,132
5986,0022200047,10/24/2022,2022-23,Bulls,Celtics,1,0,42,37,87,100,0.483,0.37,10,18,21,48,0.476,0.375,26,10,29,12,0.897,0.833,14,14,46,31,64,49,29,26,4,5,14,11,6,7,120,102
5987,0022200030,10/22/2022,2022-23,Magic,Celtics,0,1,45,42,95,87,0.474,0.483,15,19,34,47,0.441,0.404,15,23,23,28,0.652,0.821,12,7,36,30,60,48,21,24,5,5,9,8,7,6,120,126
5988,0022200022,10/21/2022,2022-23,Heat,Celtics,0,1,42,41,92,79,0.457,0.519,8,14,26,33,0.308,0.424,12,15,15,15,0.8,1.0,11,12,25,31,43,48,23,17,8,4,10,20,3,11,104,111
5989,0022200001,10/18/2022,2022-23,Celtics,76ers,1,0,46,40,82,80,0.561,0.5,12,13,35,34,0.343,0.382,22,24,28,28,0.786,0.857,6,4,30,27,47,39,24,16,8,8,11,14,3,3,126,117
5990,0022201218,04/09/2023,2022-23,Cavaliers,Hornets,0,1,35,37,89,81,0.393,0.457,10,6,37,32,0.27,0.188,15,26,16,30,0.938,0.867,11,10,33,39,47,56,27,23,9,8,16,19,5,5,95,106
5991,0022201197,04/06/2023,2022-23,Magic,Cavaliers,0,1,33,46,83,88,0.398,0.523,13,18,39,38,0.333,0.474,15,8,19,9,0.789,0.889,9,9,30,33,51,46,21,31,8,13,22,17,8,7,94,118
5992,0022201178,04/04/2023,2022-23,Magic,Cavaliers,0,1,45,42,89,84,0.506,0.5,10,15,23,31,0.435,0.484,13,18,17,20,0.765,0.9,13,5,34,25,54,38,25,23,6,3,13,9,1,7,113,117
5993,0022201173,04/02/2023,2022-23,Cavaliers,Pacers,1,0,44,36,90,83,0.489,0.434,9,9,24,24,0.375,0.375,18,24,26,29,0.692,0.828,13,11,30,33,54,52,23,21,7,5,13,17,7,6,115,105
5994,0022201154,03/31/2023,2022-23,Cavaliers,Knicks,0,1,44,49,86,93,0.512,0.527,17,17,37,36,0.459,0.472,11,15,13,24,0.846,0.625,3,16,30,32,40,57,33,24,2,6,10,10,9,5,116,130
5995,0022201117,03/26/2023,2022-23,Cavaliers,Rockets,1,0,39,35,83,80,0.47,0.438,9,6,30,25,0.3,0.24,21,15,24,18,0.875,0.833,13,12,28,24,48,47,20,20,5,6,11,19,7,1,108,91
5996,0022201094,03/23/2023,2022-23,Nets,Cavaliers,0,1,39,42,81,89,0.481,0.472,12,12,34,32,0.353,0.375,24,20,27,26,0.889,0.769,9,13,33,27,50,48,24,24,7,7,16,10,7,7,114,116
5997,0022201079,03/21/2023,2022-23,Nets,Cavaliers,0,1,41,42,92,83,0.446,0.506,9,14,33,29,0.273,0.483,18,17,23,21,0.783,0.81,19,8,30,26,59,42,25,23,6,6,17,14,5,3,109,115
5998,0022201049,03/17/2023,2022-23,Cavaliers,Wizards,1,0,48,35,87,76,0.552,0.461,4,8,19,23,0.211,0.348,17,16,22,20,0.773,0.8,9,6,32,32,45,44,31,22,9,5,11,17,7,6,117,94
5999,0022201035,03/15/2023,2022-23,Cavaliers,76ers,0,1,40,39,85,75,0.471,0.52,14,17,41,36,0.341,0.472,15,23,22,27,0.682,0.852,12,13,21,33,39,53,20,24,6,8,12,20,2,6,109,118
6000,0022201027,03/14/2023,2022-23,Hornets,Cavaliers,0,1,43,45,76,88,0.566,0.511,6,14,23,30,0.261,0.467,12,16,15,19,0.8,0.842,6,8,34,22,49,33,28,29,3,8,22,9,8,6,104,120
6001,0022201015,03/12/2023,2022-23,Hornets,Cavaliers,0,1,41,41,80,87,0.513,0.471,10,7,21,27,0.476,0.259,16,25,22,34,0.727,0.735,7,11,36,29,50,50,25,18,8,8,19,10,5,3,108,114
6002,0022201000,03/10/2023,2022-23,Heat,Cavaliers,1,0,42,40,82,86,0.512,0.465,14,18,29,43,0.483,0.419,21,17,23,21,0.913,0.81,11,8,35,26,53,39,22,25,7,5,16,11,4,6,119,115
6003,0022200987,03/08/2023,2022-23,Heat,Cavaliers,0,1,35,39,70,80,0.5,0.488,8,9,29,28,0.276,0.321,22,17,29,19,0.759,0.895,10,7,27,25,48,37,22,26,7,13,24,17,4,3,100,104
6004,0022200957,03/04/2023,2022-23,Cavaliers,Pistons,1,0,45,33,91,81,0.495,0.407,14,6,34,24,0.412,0.25,10,18,18,25,0.556,0.72,8,12,31,37,51,58,29,19,14,5,12,24,8,7,114,90
